Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type,Material,Taxa dated,Human,DatesUse,Error,Corrected/Raw,Corrected/Normalized 14C age, Corrected/Normalized Age,Delta 13C,Delta 13C source,Raw/Measured Age, Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Region
Brackenridge Park Paddle Boats Witte Parcel,41BX323,Beta-89292,"Feature 1/5, Lot 361, Unit O, Level 6, 98.28-98.23m",,charred wood,,No,260,60,Corrected,260,60,-25.3,,260,,,,,,CTx
Number-6,41BX996,Beta-64760,"Template 2, Strat 5, Zone I",,wood charcoal,,No,260,50,Corrected,260,50,-26.3,,250,,,,,,CTx
Kincaid Shelter,41UV2,Tx-65,"Test Pit 2, 78-84 inches below datum", ,Charcoal, ,No,265,135,Raw,0,0,0, ,265,135,Radiometric,"Kincaid 68, A.D. 1685", ,Valastro Radiocarbon 1964 V6,CTx
,41BX1031,Beta-157703,"Unit 2, Level 2",,charcoal,,No,265,50,Corrected,265,50,-24.1,,250,,,,,,CTx
Mustang Branch Site (Terrace),41HY209,Beta-37277,"Feature 19, 30-40 cm",burned rock cluster,Charcoal,,No,270,70,Corrected,270,70,,,280,70,,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
Honey Creek,41MS32,CAMS-7452,Feature 3,,Charcoal,,No,270,50,Corrected,270,50,,,,,AMS,,,,CTx
Medio Creek,41BX1421,Beta-163786,"Unit 5, Level 3",,charcoal,,No,270,90,Corrected,270,90,-25,,270,,,,,,CTx
,41BX256,D-AMS 008860,Fea 2,,assume C3,,No,273,25,Corrected,273,25,-26.6,,259,,,,,,CTx
Spring Lake site,41HY160,UCIAMS-87921,"Unit 4, Level 3",,bone ,Bison bison,No,275,15,Corrected,275,15,-14.3,measured,,,AMS, ?15N 8.9,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,CTx
,41CX198,B-21616,"Unit 1, Level 1, basin",Midden,,,No,280,80,Corrected,280,80,,,,,,Few details listed. Reference given (Carlson & Mueller-Wille 1994) not located in search.�,"Turpin, Solveig A., 2000. Block 13: Archeological Survey on University Lands Crockett County, Texas. The University of Texas at Austin. ",Turpin 2000,CTx
Buckhollow ,41KM16,Beta-305756,,,Charcoal,,No,280,30,Corrected,280,30,-22.9,measured,250,30,AMS,Sample: 41KM16-344-C7,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
Buckhollow ,41KM16,Beta-305760,,,Charcoal,,No,280,30,Corrected,280,30,-26.1,measured,300,30,AMS,Sample: 41KM16-472-C11,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
Honey Creek,41MS32,CAMS-7458,burned rock midden ,Burned rock midden,Charcoal,grass culm,No,280,70,Corrected,280,70,-25.7,measured,280,70,AMS,,,,CTx
Honey Creek,41MS32,CAMS-7468,Feature 5,,Charcoal,cf. hawthorn wood,No,280,70,Corrected,280,70,,,,,AMS,,,,CTx
"Area II-C, Site TK-1",41BX1628,Beta-260903,Unit 48 Level 5,,charred material,,No,280,40,Corrected,280,40,-23.2,,250,,,,,,CTx
,41WM437,D-AMS-5613,Feature 3.3,,Charcoal,,No,285,24,Corrected,285,24,-25.1,measured,,,AMS,,"Kelly Pertulla database, CARD.  Rush et al. 2015 Dating the Upper Toyah Component at Rowe Valley (41WM437) or Establishing a New Temporal Context for Subsistence and Site Use at Rowe Valley. Bulletin of the Texas Archeological Society 86:109-130.",,CTx
Buckhollow,41KM16,Beta-30202,"Feature 15, Hearth",Hearth,Charcoal,,No,286,60,Corrected,286,60,-26.5,measured,310,60,Radiometric,,CARD March 2020 Database,,CTx
,41WM437,D-AMS-5610,Feature 2.2,,Charcoal,,No,287,24,Corrected,287,24,-20.6,measured,,,AMS,,"Kelly Pertulla database, CARD.  Rush et al. 2015 Dating the Upper Toyah Component at Rowe Valley (41WM437) or Establishing a New Temporal Context for Subsistence and Site Use at Rowe Valley. Bulletin of the Texas Archeological Society 86:109-130.",,CTx
Penny Winkle,41BL23,Tx-71,"Square H, 1-1.5 ft below surface, Upper Zone 3",,Charcoal,,No,290,95,Corrected,290,95,,,,,Radiometric,,CARD March 2020 Database,,CTx
`,41BN207,Beta-246644,,,Charcoal ,,No,290,40,Corrected,290,40,-23.8,measured,270,40,,"Per notes: ""Data on file, CAR"" ",Robert Kelly Database,,CTx
,41CX131,Tx-2789,Area C,Midden,Charcoal,,No,290,50,Corrected,290,50,,,,,,,"Luke, Clive J., 1983. Continuing Archaeology on Interstate Highway 10: The Musk Hog Canyon Project, Crockett County, Texas. State Department of Highways and Public Transportation, Report No. 24.",Luke 1983,CTx
,41CX131,Tx-2792,Area C,Midden,Charcoal,,No,290,60,Corrected,290,60,,,,,,,"Luke, Clive J., 1983. Continuing Archaeology on Interstate Highway 10: The Musk Hog Canyon Project, Crockett County, Texas. State Department of Highways and Public Transportation, Report No. 24.",Luke 1983,CTx
Varga ,41ED28,Beta-170401,"Fea. 2, Blk. A, Unit N106/E54, 35-40 cm",,Charcoal,,No,290,40,Corrected,290,40,-25.2,measured,290,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Barton Site (Test Area North),41HY202,Beta-34220,,,charcoal,,No,290,60,Corrected,290,60,,,300,60,,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
Buckhollow ,41KM16,Beta-305759,,,Charcoal,,No,290,30,Corrected,290,30,-25,estimated,290,30,AMS,Sample: 41KM16-471-C10,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
Buckhollow ,41KM16,Beta-305761,,,Charcoal,,No,290,30,Corrected,290,30,-24.6,measured,280,30,AMS,Sample: 41KM16-F4B-C12,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
,41LM51,Beta-345278,"Test Unit 1, 30-40 cmbs ",,Charcoal ,,No,290,30,Corrected,290,30,-26,measured,310,30,AMS ,2 sigma calibration given: AD 1500-1660,"Quigg, J. Michael, Matchen, Paul M., Ricklis, Robert A., Gray, Shannon, Frederick, Charles D., 2014, Eligibility Testing at Three Prehistoric Sites at Lynch Creek, Lampasas County, Texas, Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State",Quigg 2014,CTx
Honey Creek,41MS32,CAMS-7454,Feature 7,,Seeds,"Acorn frag, charred",No,290,50,Corrected,290,50,,,,,AMS,,,,CTx
,41BX1902,D-AMS 008347,FEA 5,,assume C3,,No,295,22,Corrected,295,22,-23.3,,308,,,,,,CTx
Tank Destroyer Site ,41CV1378,Beta-4363,"Feature F-1, Unit B11, 99.50-99.36m",,CHARCOAL,,No,300,25,Corrected,300,25,,,,,AMS,No raw age provided ,"Boyd, Douglas K., Dockall, John E., Kibler, Karl W., Mehalchick, Gemma, Short, Laura M., 2014, Data Rovery Investigations t the Tank Destroyer Site (41CV1378) at Fort Hood, Coryell County, Texas, Texas Department of Transportation, Environmental Affairs Division",Boyd 2014,CTx
Tank Destroyer,41CV1378,UGAMS-4363,"Feature 1, 99.50�99.36 m in Unit B11",,Charcoal,,No,300,25,Corrected,300,25,,,,,AMS,,CARD March 2020 Database,,CTx
Varga ,41ED28,UGA-12734,"Fea. 21, Blk. A, Unit N100/E50, +5 to 10 cm",,Charcoal,,No,300,40,Corrected,300,40,-24.7,measured,300,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Little Paint Site,41KM226,Beta-234360,"Feature 8, 99.88m",Hearth,Charcoal,,No,300,40,Corrected,300,40,-21.3,measured,240,40,AMS,Sample: 41KM226-292-C22,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
Onion Creek,41HY209,GX-15753G,"Level 2, midden",Midden,Bone collagen,,No,305,115,Corrected,305,115,,,,,Radiometric,,CARD March 2020 Database,,CTx
Mustang Branch Site (Bluff),41HY209,GX-15753-G,"Feature 1, Lvl 2, N115/W83",burned rock midden,bone ,,No,305,115,Corrected,305,115,,,,,,bone gelatin sampled,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
Kincaid Shelter,41UV2,Tx-60,"Zone 5, Square C-D: 8-9, 42-48 inches below datum", ,Charcoal, ,No,305,110,Raw,0,0,0, ,305,110,Radiometric,"Kincaid 18, A.D 1645", ,Valastro Radiocarbon 1964 V6,CTx
Kincaid Shelter,41UV2,Tx-62,"Test Pit 2, 18-30 inches below datum", ,Charcoal, ,No,305,110,Raw,0,0,0, ,305,110,Radiometric,"Kincaid 37, A.D. 1645", ,Valastro Radiocarbon 1964 V6,CTx
Varga ,41ED28,UGA-12730,"Blk. B, Unit N129/E71, 30-35 cm",,Sherd ,,No,310,40,Corrected,310,40,-17.8,measured,190,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Mustang Branch Site (Terrace),41HY209,Beta-37284,Feature 22,burned rock cluster,Charcoal,,No,310,50,Corrected,310,50,,,330,50,,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
Onion Creek,41HY209,GX-15752G,"Level 2, midden",Midden,Bone collagen,,No,310,70,Corrected,310,70,,,,,Radiometric,,CARD March 2020 Database,,CTx
Mustang Branch Site (Bluff),41HY209,GX-15752-G,"N111/W80, Lvl 2",burned rock midden,bone ,,No,310,70,Corrected,310,70,,,,,,bone gelatin sampled,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
the Woodrow Heard Site,41UV88,CAMS-14499,"Area A, near Feature 11, Level 7", ,Charcoal,Rose family wood,No,310,80,Corrected,310,80,-28.4,Measured,250,80,AMS, ,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
,41BX947,Beta-80060,"A012, Strat 1",,wood charcoal,,No,310,60,Corrected,310,60,-23.6,,290,,,,,,CTx
Onion Creek,41HY209,GX-15758G,"Level 4, base of midden",Midden,Bone collagen,,No,312,74,Corrected,312,74,,,,,AMS,,CARD March 2020 Database,,CTx
Mustang Branch Site (Bluff),41HY209,GX-15758-G-AMS,"N108/W90, Lvl 4",burned rock midden,bone ,,No,312,74,Corrected,312,74,,,,,AMS,bone gelatin sampled,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
Pohl,41CM27,Tx-123,"Sq. C-, 6-12in",,,,No,315,75,Raw,,,,,315,75,Radiometric,,"1965, Pearson, F. J.; University of Texas Radiocarbon Dates III, Radiocarbon Vol 7, 1965, P 296-3141",Pearson 1965.pdf,CTx
Black vulture ,41BN207,Beta-246645,,,Charcoal ,,No,320,40,Corrected,320,40,-24.2,measured,310,40,,"Per notes: ""Data on file, CAR"" ",Robert Kelly Database,,CTx
,41CV722,BETA-87658,"Unit #6, Depth 47cm",,CHARCOAL,,No,320,70,Corrected,320,70,,,,,Radiometric,,Fort Hood Database,,CTx
Varga ,41ED28,UGA-12728,"Fea. 25, Blk. B, Unit N126/E75, 20-30 cm",,Charcoal,,No,320,40,Corrected,320,40,-24.8,measured,320,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Little Paint Site,41KM226,Beta-234361,"Feature 6, 99.61m",Oven,Charcoal,,No,320,40,Corrected,320,40,-25.8,measured,330,40,AMS,Sample: 41KM226-214-C23,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
Buckhollow,41KM16,Tx-2853,"Feature 14, hearth",hearth,Charcoal,,No,330,99,Corrected,330,99,-25.5,measured,330,70,Radiometric,,CARD March 2020 Database,,CTx
,41LM50,Beta-345277,"Feature 1, 22-23 cmbs ",,,,No,330,30,Corrected,330,30,-23,measured,300,30,AMS ,2 sigma calibration given: AD 1460-1650,"Quigg, J. Michael, Matchen, Paul M., Ricklis, Robert A., Gray, Shannon, Frederick, Charles D., 2014, Eligibility Testing at Three Prehistoric Sites at Lynch Creek, Lampasas County, Texas, Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State",Quigg 2014,CTx
,41LM50,UGA-14420,"Feature 2, 8 cmbs",,Charcoal,,No,330,70,Corrected,330,70,-25.78,measured,340,70,AMS,2 sigma calibration given: AD 1400-1800,"Quigg, J. Michael, Matchen, Paul M., Ricklis, Robert A., Gray, Shannon, Frederick, Charles D., 2014, Eligibility Testing at Three Prehistoric Sites at Lynch Creek, Lampasas County, Texas, Index of Texas Archaeology: Open Access Gray Literature from the Lone Star State",Quigg 2014,CTx
the Woodrow Heard Site,41UV88,CAMS-9058,"Area A, Feature 4", ,Charcoal,Live oak wood type,No,330,60,Corrected,330,60,-25,estimated,0,0,AMS,Delta 13C is assumed. Raw age not given.,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,CTx
Little Paint Site,41KM226,Beta-234354,99.68m,,Charcoal,,No,340,40,Corrected,340,40,-25.9,measured,350,40,AMS,Sample: 41KM226-143-C9,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
,41WM437,D-AMS-5609,Feature 3.1,,Charcoal,,No,340,23,Corrected,340,23,-19.8,measured,,,AMS,,"Kelly Pertulla database, CARD.  Rush et al. 2015 Dating the Upper Toyah Component at Rowe Valley (41WM437) or Establishing a New Temporal Context for Subsistence and Site Use at Rowe Valley. Bulletin of the Texas Archeological Society 86:109-130.",,CTx
Simms Creek,41LM113,D-AMS 024884,Lot 61,Burial,Bone,Bison bison radius,No,345,27,Corrected,345,27,,,,,AMS,,"Kelly Pertulla database, CARD.  Hixson et al. 2019, BTAS Vol. 90",,CTx
Buckhollow,41KM16,Tx-2851,"Feature 3, hearth",hearth,Charcoal,,No,350,92,Corrected,350,92,-25.5,measured,350,60,Radiometric,,CARD March 2020 Database,,CTx
Corn Creek #2,41MK9,CAMS- 8962,Midden A Lev 3,midden,wood charcoal,,No,350,60,Corrected,350,60,-25,estimated,350,60,AMS,,Robert Kelly Database ,,CTx
Honey Creek,41MS32,CAMS-7455,Feature 22 Lev 3,,Seeds,"Acorn frag, charred",No,350,60,Corrected,350,60,-25,estimated,350,60,AMS,,,,CTx
La Jita,41UV21,Tx-6695, , ,Charcoal, ,No,350,100,Corrected,350,100,-25,estimated,0,0,Radiometric, ,"Kelly Pertulla database, CARD.  Ricklis and Collins 1994, Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Table 46", ,CTx
,41BX1623,Beta-215662,"Unit 2, Level 3/A Horizon, Feature 1",,charred material,,No,350,40,Corrected,350,40,-22.7,,310,,,,,,CTx
,41BX1029,Beta-216500,"Unit 4, Level 1, (16-30) Feature 3",,charred material,,No,355,40,Corrected,355,40,-26.5,,380,,,,,,CTx
,41CV403,BETA-83420,"Unit #2, Feature #1, Depth 50-60cm",BRMI,CHARCOAL,UNIDENTIFIED,No,360,60,Corrected,360,60,-26.5,measured,,,,,Fort Hood Database,,CTx
,41CX136,Tx-2787,Area B,Hearth ,Charcoal,,No,360,60,Corrected,360,60,,,,,,,"Luke, Clive J., 1983. Continuing Archaeology on Interstate Highway 10: The Musk Hog Canyon Project, Crockett County, Texas. State Department of Highways and Public Transportation, Report No. 24.",Luke 1983,CTx
Little Paint Site,41KM226,Beta-234350,99.72m,,Charcoal,,No,360,40,Corrected,360,40,-26.1,measured,380,40,AMS,Sample: 41KM226-131-C3,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
Little Paint Site,41KM226,Beta-234355,"Feature 4, 99.59m",Oven,Charcoal,,No,360,40,Corrected,360,40,-23.4,measured,330,40,AMS,Sample: 41KM226-174-C14,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,CTx
,41CV1038,TX-8190,"Unit #1, Feature #6, Depth 50-60cm",BR HEARTH BASION-SHAPED,CHARCOAL,,No,361,34,Corrected,361,34,-27,measured,,,,,Fort Hood Database,,CTx
,41WM437,D-AMS-5615,Feature 7.10,,Charcoal,,No,363,24,Corrected,363,24,-23,measured,,,AMS,,"Kelly Pertulla database, CARD.  Rush et al. 2015 Dating the Upper Toyah Component at Rowe Valley (41WM437) or Establishing a New Temporal Context for Subsistence and Site Use at Rowe Valley. Bulletin of the Texas Archeological Society 86:109-130.",,CTx
Sotol ,41CX8,Tx-650,Lot 39,Hearth,Charcoal,,No,370,60,Corrected,370,60,,,,,,,"Valastro, S. Jr., 1970. University of Texas at Austin Radiocarbon Dates XIII. Vol. 12, No. 1.",Valastro 1970 No. 1,CTx
Smith Rockshelter,41TV42,TX-505,,Rockshelter,,,No,370,70,Corrected,370,70,,,,,Radiometric,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
,41CV115,OxA-21392,"Unit #25.730R16.264, Depth 10-15cm",,CHARCOAL,,No,375,27,Corrected,375,27,-27,measured,,,,,Fort Hood Database,,CTx
,41CV115,UCIAMS-19139,"Unit #25.888R21.431, Depth 35-40cm",,CHARCOAL,,No,375,20,Corrected,375,20,-21,measured,,,,,Fort Hood Database,,CTx
Mustang Branch,41HY209,GX-15754A,Feature 15,,animal bone apatite,,No,375,115,Corrected,375,115,,,,,Radiometric,,CARD March 2020 Database,,CTx
Mustang Branch Site (Terrace),41HY209,GX-15754-AMS,"Feature 15, 30-40 cm",,bone ,Bison bison,No,375,115,Corrected,375,115,,,,,AMS,mammal bone apatite sampled,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,CTx
,41CV1085,BETA-75161,"Unit #1, Feature #1, Depth 20-30cm",ASH LENSES,CHARCOAL,,No,380,70,Corrected,380,70,-25.5,measured,,,,,Fort Hood Database,,CTx
,41CX198,B-21611,"Unit 2, Level 1, basin",Midden,,,No,380,60,Corrected,380,60,,,,,,Few details listed. Reference given (Carlson & Mueller-Wille 1994) not located in search.�,"Turpin, Solveig A., 2000. Block 13: Archeological Survey on University Lands Crockett County, Texas. The University of Texas at Austin. ",Turpin 2000,CTx
Varga ,41ED28,Beta-183623,"Fea. 21, Blk. A, Unit N100/E50, +5 to 10 cm",,Charcoal,,No,380,30,Corrected,380,30,-24,measured,360,30,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
Varga ,41ED28,UGA-12707,"Fea. 21, Blk. A, Unit N100/E50, +5 to 10 cm",,Charcoal,,No,380,40,Corrected,380,40,-24.9,measured,380,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,CTx
